id,image_path,selected_model,other_model,timestamp
235,3192h.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-04 21:23:36.135968
236,2086d.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-04 21:24:03.005267
237,284v.jpg,nvidia/NVLM-D-72B,gpt-4o-2024-08-06,2024-11-04 21:25:04.098784
238,1007p.jpg,gemini-1.5-pro,claude-3-5-sonnet-20241022,2024-11-04 21:26:39.033123
239,4793a.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-04 21:26:55.922222
240,4793a.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-04 23:50:40.294157
241,17l.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-04 23:51:47.887686
242,4912gg.jpg,Qwen/Qwen2-VL-72B-Instruct,gpt-4o-2024-08-06,2024-11-04 23:52:34.855097
243,3193c.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-04 23:55:55.829492
244,4783v.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-04 23:57:54.893474
245,304h.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 01:55:02.20869
246,948d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 01:55:35.69997
247,3193c.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 01:58:37.163988
248,2077q.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-05 02:04:36.558116
249,5521n.jpg,nvidia/NVLM-D-72B,claude-3-5-sonnet-20241022,2024-11-05 02:10:07.910098
250,287g.jpg,gemini-1.5-pro,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 02:10:41.205783
251,904x.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 02:17:00.683825
252,4912gg.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 02:20:47.733214
253,2086d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-05 02:22:43.41603
254,2078i.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 03:05:06.765681
255,4786a.jpg,rhymes-ai/Aria,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 03:53:18.868181
256,2078i.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 03:53:31.747268
257,4911d.jpg,gpt-4o-2024-08-06,rhymes-ai/Aria,2024-11-05 03:54:39.793859
258,4783v.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-05 04:04:36.693171
259,4793a.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 04:05:06.121384
260,3193c.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 04:06:25.721481
261,2086d.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-05 04:06:55.259248
262,5207j.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 04:07:38.072815
263,2078i.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 04:08:55.480226
264,4911d.jpg,rhymes-ai/Aria,allenai/Molmo-72B-0924,2024-11-05 04:24:05.576627
265,2086d.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 04:24:24.856692
266,4781r.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,claude-3-5-sonnet-20241022,2024-11-05 04:25:54.423909
267,2078i.jpg,claude-3-5-sonnet-20241022,rhymes-ai/Aria,2024-11-05 04:26:16.390253
268,4793a.jpg,allenai/Molmo-72B-0924,nvidia/NVLM-D-72B,2024-11-05 04:26:28.6324
269,286t.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 04:27:17.218238
270,4792b.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-05 04:39:11.285416
271,4782c.jpg,gemini-1.5-pro,gpt-4o-2024-08-06,2024-11-05 04:39:43.930286
272,17l.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-05 04:40:17.981585
273,904x.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 04:47:12.843686
274,3192h.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 04:57:13.47014
275,4792b.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 04:57:28.586847
276,4788oo.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 04:58:02.858455
277,4788oo.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 04:58:37.366877
278,284v.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 05:03:45.94312
279,304h.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-05 05:04:01.929215
280,4783v.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 05:04:25.633307
281,3189j.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 05:04:41.739217
282,17l.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 05:06:03.683681
283,4782c.jpg,nvidia/NVLM-D-72B,llama-v3p2-90b-vision-instruct,2024-11-05 05:06:39.079605
284,2073cc.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 05:09:14.318471
285,2086d.jpg,nvidia/NVLM-D-72B,gemini-1.5-pro,2024-11-05 05:09:35.795084
286,4785a.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-05 05:10:11.628476
287,287g.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-05 05:11:33.546189
288,5301p.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 05:11:49.360157
289,2078i.jpg,nvidia/NVLM-D-72B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 05:11:56.816287
290,904x.jpg,gemini-1.5-pro,allenai/Molmo-72B-0924,2024-11-05 05:13:00.126651
291,287g.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 05:15:46.522173
292,287g.jpg,OpenGVLab/InternVL2-Llama3-76B,nvidia/NVLM-D-72B,2024-11-05 05:16:25.65844
293,4783v.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 05:19:46.580011
294,4792b.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-05 05:20:44.064569
295,5301p.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 05:20:56.534055
296,948d.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 05:21:53.457665
297,2078i.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-05 05:22:20.09654
298,1007p.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-05 05:22:47.393479
299,4911d.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-05 05:23:28.687919
300,17l.jpg,OpenGVLab/InternVL2-Llama3-76B,allenai/Molmo-72B-0924,2024-11-05 05:24:03.451333
301,286t.jpg,nvidia/NVLM-D-72B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 05:24:11.550034
302,286t.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 05:24:30.225744
303,4911d.jpg,rhymes-ai/Aria,allenai/Molmo-72B-0924,2024-11-05 05:24:49.965328
304,3189j.jpg,nvidia/NVLM-D-72B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 13:49:30.947849
305,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 13:49:40.889583
306,2086d.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-05 13:50:08.136501
307,2085b.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-05 13:50:30.649708
308,904x.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 13:50:52.757007
309,2086d.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-05 13:51:08.385259
310,284v.jpg,allenai/Molmo-72B-0924,gpt-4o-2024-08-06,2024-11-05 13:51:46.967776
311,4912gg.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-05 13:52:10.420549
312,4783v.jpg,rhymes-ai/Aria,nvidia/NVLM-D-72B,2024-11-05 13:52:41.162819
313,4786a.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-05 13:53:06.372667
314,4911d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-05 13:53:17.993062
315,5207j.jpg,llama-v3p2-90b-vision-instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 13:53:26.073697
316,284v.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-05 13:53:42.327438
317,2085b.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-05 13:53:58.638266
318,3192h.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 13:54:24.103469
319,3191i.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 13:54:43.987895
320,2085b.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 13:55:17.951223
321,4782c.jpg,rhymes-ai/Aria,allenai/Molmo-72B-0924,2024-11-05 13:57:05.600327
322,4788oo.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-05 13:57:14.517257
323,904x.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-05 13:57:26.461272
324,284v.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 13:57:46.117904
325,5521n.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 13:57:52.510703
326,4793a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 13:58:03.997014
327,3192h.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 13:58:32.847236
328,4912gg.jpg,nvidia/NVLM-D-72B,gemini-1.5-pro,2024-11-05 13:58:39.45339
329,948d.jpg,rhymes-ai/Aria,gemini-1.5-pro,2024-11-05 13:58:52.141049
330,948d.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 13:59:02.769422
331,4786a.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-05 14:00:02.054233
332,3191i.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-05 14:00:13.880985
333,4781r.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 14:01:35.736389
334,4781r.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-05 14:01:41.58893
335,4786a.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:01:59.07834
336,4786a.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-05 14:02:07.18148
337,287g.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 14:02:49.081904
338,4781r.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-05 14:04:00.024936
339,304h.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 14:04:09.810357
340,5207j.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-05 14:04:51.641866
341,304h.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 14:05:00.691095
342,5301p.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-05 14:05:38.584916
343,4792b.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:05:49.110787
344,3192h.jpg,llama-v3p2-90b-vision-instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:05:56.405224
345,4792b.jpg,claude-3-5-sonnet-20241022,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:06:04.805749
346,2086d.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-05 14:06:31.375416
347,4781r.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:06:35.15875
348,4783v.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-05 14:06:41.662836
349,4911d.jpg,llama-v3p2-90b-vision-instruct,gpt-4o-2024-08-06,2024-11-05 14:06:55.652492
350,3189j.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:07:15.246014
351,2085b.jpg,nvidia/NVLM-D-72B,gpt-4o-2024-08-06,2024-11-05 14:07:21.110388
352,2085b.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-05 14:07:25.336601
353,2078i.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:07:55.055763
354,4788oo.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-05 14:08:36.012515
355,287g.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-05 14:09:01.672123
356,4781r.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-05 14:09:41.076322
357,4781r.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:10:10.112299
358,4788oo.jpg,claude-3-5-sonnet-20241022,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:10:12.411018
359,4781r.jpg,rhymes-ai/Aria,gpt-4o-2024-08-06,2024-11-05 14:10:18.001791
360,2073cc.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 14:10:38.922115
361,5301p.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:11:27.436093
362,287g.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-05 14:11:36.632112
363,3193c.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-05 14:11:53.524139
364,4911d.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-05 14:11:57.088127
365,2073cc.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 14:12:30.9081
366,4793a.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:13:03.401384
367,3189j.jpg,llama-v3p2-90b-vision-instruct,nvidia/NVLM-D-72B,2024-11-05 14:13:09.867614
368,948d.jpg,llama-v3p2-90b-vision-instruct,claude-3-5-sonnet-20241022,2024-11-05 14:13:56.174713
369,948d.jpg,rhymes-ai/Aria,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:14:12.071133
370,4792b.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-05 14:14:33.987042
371,286t.jpg,gemini-1.5-pro,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:14:53.632624
372,1007p.jpg,rhymes-ai/Aria,nvidia/NVLM-D-72B,2024-11-05 14:15:10.528376
373,4786a.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-05 14:15:42.532694
374,3191i.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 14:15:54.0151
375,3191i.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:15:59.472123
376,2085b.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-05 14:16:03.258399
377,2073cc.jpg,llama-v3p2-90b-vision-instruct,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:16:18.881774
378,1007p.jpg,gemini-1.5-pro,allenai/Molmo-72B-0924,2024-11-05 14:16:48.333373
379,2085b.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:16:53.062864
380,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-05 14:17:05.500036
381,4793a.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-05 14:17:44.665694
382,4785a.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 14:17:47.302661
383,17l.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:18:21.319285
384,4788oo.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 14:18:43.855045
385,5521n.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-05 14:18:50.685033
386,3191i.jpg,gemini-1.5-pro,gpt-4o-2024-08-06,2024-11-05 14:18:58.698642
387,3192h.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:19:49.006711
388,287g.jpg,OpenGVLab/InternVL2-Llama3-76B,gpt-4o-2024-08-06,2024-11-05 14:20:09.068824
389,4788oo.jpg,rhymes-ai/Aria,claude-3-5-sonnet-20241022,2024-11-05 14:20:16.500135
390,3193c.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,gemini-1.5-pro,2024-11-05 14:20:52.705197
391,948d.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-05 14:21:18.207817
392,4793a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,gemini-1.5-pro,2024-11-05 14:21:39.054005
393,948d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:22:14.952269
394,4912gg.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-05 14:22:37.758243
395,4912gg.jpg,nvidia/NVLM-D-72B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:22:45.087987
396,2085b.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:22:49.681034
397,286t.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:27:02.745212
398,948d.jpg,allenai/Molmo-72B-0924,gemini-1.5-pro,2024-11-05 14:27:21.885048
399,4786a.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-05 14:27:42.080344
400,304h.jpg,llama-v3p2-90b-vision-instruct,gpt-4o-2024-08-06,2024-11-05 14:28:58.758431
401,4793a.jpg,llama-v3p2-90b-vision-instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:29:26.146371
402,3193c.jpg,rhymes-ai/Aria,gemini-1.5-pro,2024-11-05 14:29:40.609904
403,17l.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-05 14:48:07.119468
404,4786a.jpg,OpenGVLab/InternVL2-Llama3-76B,allenai/Molmo-72B-0924,2024-11-05 14:48:14.458455
405,4912gg.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:48:25.81332
406,2077q.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:48:43.738623
407,4911d.jpg,nvidia/NVLM-D-72B,llama-v3p2-90b-vision-instruct,2024-11-05 14:49:11.981727
408,904x.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:49:12.768591
409,5521n.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 14:49:18.487653
410,3191i.jpg,Qwen/Qwen2-VL-72B-Instruct,allenai/Molmo-72B-0924,2024-11-05 14:49:21.50795
411,904x.jpg,allenai/Molmo-72B-0924,nvidia/NVLM-D-72B,2024-11-05 14:49:29.5132
412,2078i.jpg,nvidia/NVLM-D-72B,gemini-1.5-pro,2024-11-05 14:49:38.862516
413,1007p.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:50:21.938946
414,4793a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:50:27.8957
415,286t.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:50:28.154457
416,4781r.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:50:33.559653
417,17l.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-05 14:51:02.896093
418,4785a.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:51:42.92191
419,2073cc.jpg,allenai/Molmo-72B-0924,gemini-1.5-pro,2024-11-05 14:51:52.973552
420,4792b.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 14:52:00.06128
421,1007p.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 14:52:07.279071
422,2077q.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:52:33.74719
423,2086d.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 14:52:54.119081
424,2085b.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-05 14:52:59.385043
425,2078i.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-05 14:53:01.709823
426,4786a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-05 14:53:07.608958
427,4785a.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-05 14:53:17.599686
428,5207j.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:53:19.108367
429,3191i.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 14:54:11.267516
430,3189j.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 14:54:19.138884
431,17l.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-05 14:54:52.245872
432,904x.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-05 14:55:13.566567
433,2078i.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,gemini-1.5-pro,2024-11-05 14:55:25.746343
434,4792b.jpg,allenai/Molmo-72B-0924,nvidia/NVLM-D-72B,2024-11-05 14:56:24.151991
435,3193c.jpg,allenai/Molmo-72B-0924,gpt-4o-2024-08-06,2024-11-05 14:56:27.334537
436,4911d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 14:56:33.286209
437,304h.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-05 14:56:48.277635
438,284v.jpg,llama-v3p2-90b-vision-instruct,nvidia/NVLM-D-72B,2024-11-05 14:57:00.13487
439,2078i.jpg,rhymes-ai/Aria,claude-3-5-sonnet-20241022,2024-11-05 14:57:06.818329
440,284v.jpg,Qwen/Qwen2-VL-72B-Instruct,allenai/Molmo-72B-0924,2024-11-05 14:57:16.123594
441,5207j.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-05 14:57:44.380491
442,3192h.jpg,allenai/Molmo-72B-0924,gpt-4o-2024-08-06,2024-11-05 14:57:48.258557
443,2073cc.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 14:58:23.070443
444,2086d.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-05 14:59:06.005651
445,4782c.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-05 14:59:44.987415
446,4912gg.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 15:00:19.897916
447,904x.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-05 15:00:22.902044
448,3193c.jpg,nvidia/NVLM-D-72B,allenai/Molmo-72B-0924,2024-11-05 15:00:32.848762
449,4793a.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-05 15:00:39.768602
450,3193c.jpg,nvidia/NVLM-D-72B,gpt-4o-2024-08-06,2024-11-05 15:00:42.016605
451,948d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,allenai/Molmo-72B-0924,2024-11-05 15:01:23.856861
452,17l.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-05 15:01:31.967627
453,5207j.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 15:01:42.113538
454,5301p.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 15:01:55.63798
455,4785a.jpg,allenai/Molmo-72B-0924,gemini-1.5-pro,2024-11-05 15:02:12.477937
456,287g.jpg,Qwen/Qwen2-VL-72B-Instruct,allenai/Molmo-72B-0924,2024-11-05 15:03:11.76982
457,3193c.jpg,llama-v3p2-90b-vision-instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 15:03:20.68377
458,286t.jpg,claude-3-5-sonnet-20241022,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 15:03:44.259437
459,4792b.jpg,nvidia/NVLM-D-72B,allenai/Molmo-72B-0924,2024-11-05 15:03:50.44783
460,5207j.jpg,llama-v3p2-90b-vision-instruct,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 15:03:58.013866
461,5301p.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 15:04:08.063175
462,3189j.jpg,OpenGVLab/InternVL2-Llama3-76B,gpt-4o-2024-08-06,2024-11-05 15:05:28.546926
463,2078i.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-05 15:05:39.144539
464,2078i.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 15:05:45.120565
465,2078i.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 15:07:20.749764
